SalesOrderID,OrderDate,ShipDate,CustomerID,ShipToAddressID,BillToAddressID,SubTotal,TaxAmt,Freight,TotalDue
53469,7/31/2013,8/7/2013,30105,902,902,21393.5597,2088.3415,652.6067,24134.5079
53470,7/31/2013,8/7/2013,29660,1058,1058,56184.0389,6300.9149,1969.0359,64453.9897
53471,7/31/2013,8/7/2013,29528,788,788,38496.048,3718.486,1162.0269,43376.5609
53472,7/31/2013,8/7/2013,29796,642,642,92141.4113,8946.107,2795.6584,103883.1767
53473,7/31/2013,8/7/2013,30033,1090,1090,1615.2769,167.7032,52.4072,1835.3873
53474,7/31/2013,8/7/2013,29534,941,941,26776.3823,2894.895,904.6547,30575.932
53475,7/31/2013,8/7/2013,30043,701,701,39566.3847,3803.0664,1188.4582,44557.9093
53476,7/31/2013,8/7/2013,29653,1019,1019,13119.4132,1379.507,431.0959,14930.0161
53477,7/31/2013,8/7/2013,30087,492,492,24830.4239,2666.592,833.31,28330.3259
53478,7/31/2013,8/7/2013,29951,681,681,39923.9842,3874.6053,1210.8142,45009.4037
53479,7/31/2013,8/7/2013,29933,677,677,225.63,21.7332,6.7916,254.1548
53480,7/31/2013,8/7/2013,30118,595,595,44021.7035,4232.4121,1322.6288,49576.7444
53481,7/31/2013,8/7/2013,29603,518,518,242.4,23.7405,7.4189,273.5594
53482,7/31/2013,8/7/2013,29576,514,514,1475.634,138.5253,43.2892,1657.4485
53483,7/31/2013,8/7/2013,29557,513,513,61044.4562,6082.7451,1900.8578,69028.0591
53484,7/31/2013,8/7/2013,29499,527,527,27975.6975,2704.4837,845.1512,31525.3324
53485,7/31/2013,8/7/2013,29488,436,436,57771.7641,6201.0736,1937.8355,65910.6732
53486,7/31/2013,8/7/2013,29711,472,472,4949.682,477.3527,149.1727,5576.2074
53487,7/31/2013,8/7/2013,29775,836,836,1466.01,140.737,43.9803,1650.7273
53488,7/31/2013,8/7/2013,29959,450,450,70.644,6.513,2.0353,79.1923
53489,7/31/2013,8/7/2013,29943,582,582,1525.8048,219.7159,68.6612,1814.1819
53490,7/31/2013,8/7/2013,29897,28,1066,3483.366,343.4979,107.3431,3934.207
53491,7/31/2013,8/7/2013,30089,1034,1034,202.332,19.9634,6.2386,228.534
53492,7/31/2013,8/7/2013,29972,440,440,17746.2521,1820.0889,568.7778,20135.1188
53493,7/31/2013,8/7/2013,29690,1036,1036,23384.652,2280.8372,712.7616,26378.2508
53494,7/31/2013,8/7/2013,29735,699,699,109.788,10.8324,3.3851,124.0055
53495,7/31/2013,8/7/2013,29644,643,643,4098.648,393.5136,122.973,4615.1346
53496,7/31/2013,8/7/2013,30027,1038,1038,3741.6939,432.8058,135.2518,4309.7515
53497,7/31/2013,8/7/2013,30049,702,702,90020.6146,8866.0475,2770.6398,101657.3019
53498,7/31/2013,8/7/2013,29529,421,421,1912.446,188.6947,58.9671,2160.1078
53499,7/31/2013,8/7/2013,29891,775,775,28195.896,2693.5039,841.72,31731.1199
53500,7/31/2013,8/7/2013,29720,1100,1100,40271.493,4491.2797,1403.5249,46166.2976
53501,7/31/2013,8/7/2013,29721,984,984,1130.952,111.5873,34.871,1277.4103
53502,7/31/2013,8/7/2013,29823,443,443,31604.671,3282.4438,1025.7637,35912.8785
53503,7/31/2013,8/7/2013,30029,542,542,4216.1064,404.2181,126.3182,4746.6427
53504,7/31/2013,8/7/2013,29887,726,726,2045.292,197.8113,61.816,2304.9193
53505,7/31/2013,8/7/2013,29552,724,724,40683.5406,3889.5395,1215.4811,45788.5612
53506,7/31/2013,8/7/2013,29701,762,762,105505.3991,10323.0958,3225.9674,119054.4623
53507,7/31/2013,8/7/2013,29527,512,512,4398.8328,495.559,154.8622,5049.254
53508,7/31/2013,8/7/2013,29964,453,453,34771.9097,3728.206,1165.0644,39665.1801
53509,7/31/2013,8/7/2013,29577,471,471,3676.914,336.0812,105.0254,4118.0206
53510,7/31/2013,8/7/2013,29822,557,557,44411.3304,4288.4368,1340.1365,50039.9037
53511,7/31/2013,8/7/2013,30019,652,652,552.948,53.4938,16.7168,623.1586
53512,7/31/2013,8/7/2013,29922,639,639,33631.8982,3239.084,1012.2137,37883.1959
53513,7/31/2013,8/7/2013,29625,491,491,47813.2429,5540.2612,1731.3316,55084.8357
53514,7/31/2013,8/7/2013,29550,853,853,55103.4671,5996.4757,1873.8986,62973.8414
53515,7/31/2013,8/7/2013,29847,1092,1092,26.724,2.6368,0.824,30.1848
53516,7/31/2013,8/7/2013,29839,749,749,437.8429,51.5297,16.103,505.4756
53517,7/31/2013,8/7/2013,29535,591,591,158.43,15.6318,4.8849,178.9467
53518,7/31/2013,8/7/2013,29559,185,861,87783.9431,8563.6042,2676.1263,99023.6736
53519,7/31/2013,8/7/2013,30066,721,721,283.9489,36.3455,11.358,331.6524
53520,7/31/2013,8/7/2013,29917,744,744,46703.1548,5298.9745,1655.9295,53658.0588
53521,7/31/2013,8/7/2013,29687,730,730,1373.556,131.6364,41.1364,1546.3288
53522,7/31/2013,8/7/2013,29806,837,837,1135.7955,145.3818,45.4318,1326.6091
53523,7/31/2013,8/7/2013,29856,706,706,3095.994,272.3824,85.1195,3453.4959
53524,7/31/2013,8/7/2013,29563,978,978,53584.4454,5718.0294,1786.8842,61089.359
53525,7/31/2013,8/7/2013,30020,692,692,23624.4279,2510.3261,784.4769,26919.2309
53526,7/31/2013,8/7/2013,29486,621,621,34891.325,3375.6791,1054.8997,39321.9038
53527,7/31/2013,8/7/2013,29770,445,445,73920.7391,7112.1478,2222.5462,83255.4331
53528,7/31/2013,8/7/2013,29939,475,475,3919.5255,376.3679,117.615,4413.5084
53529,7/31/2013,8/7/2013,29730,558,558,16.272,1.6055,0.5017,18.3792
53530,7/31/2013,8/7/2013,29707,764,764,75647.3619,7406.6728,2314.5852,85368.6199
53531,7/31/2013,8/7/2013,29938,1020,1020,38783.562,3743.7681,1169.9275,43697.2576
53532,7/31/2013,8/7/2013,29965,407,407,2186.73,209.9261,65.6019,2462.258
53533,7/31/2013,8/7/2013,29496,1072,1072,24213.5442,2703.4449,844.8265,27761.8156
53534,7/31/2013,8/7/2013,29592,778,778,12423.5249,1175.2319,367.26,13966.0168
53535,7/31/2013,8/7/2013,29629,469,469,96485.4353,11308.8707,3534.0221,111328.3281
53536,7/31/2013,8/7/2013,29950,463,463,43253.7414,4151.6654,1297.3954,48702.8022
53537,7/31/2013,8/7/2013,29501,815,815,1638.8018,177.8962,55.5926,1872.2906
53538,7/31/2013,8/7/2013,29696,1039,1039,20607.78,1991.3545,622.2983,23221.4328
53539,7/31/2013,8/7/2013,29799,997,997,16674.9572,1912.0237,597.5074,19184.4883
53540,7/31/2013,8/7/2013,29762,961,961,7416.3412,834.4263,260.7582,8511.5257
53541,7/31/2013,8/7/2013,30097,418,418,29423.4996,3144.5153,982.661,33550.6759
53542,7/31/2013,8/7/2013,30037,545,545,5942.0055,562.3629,175.7384,6680.1068
53543,7/31/2013,8/7/2013,29494,537,537,46.968,4.6342,1.4482,53.0504
53544,7/31/2013,8/7/2013,29840,547,547,1574.442,148.8424,46.5133,1769.7977
53545,7/31/2013,8/7/2013,30007,536,536,3650.478,336.044,105.0137,4091.5357
53546,7/31/2013,8/7/2013,29842,1094,1094,33869.946,3274.9344,1023.417,38168.2974
53547,7/31/2013,8/7/2013,29903,874,874,4321.224,426.3608,133.2377,4880.8225
53548,7/31/2013,8/7/2013,29651,606,606,33592.044,3234.0449,1010.639,37836.7279
53549,7/31/2013,8/7/2013,29902,602,602,858.9,84.7448,26.4828,970.1276
53550,7/31/2013,8/7/2013,29975,1098,1098,10687.854,1027.8596,321.2061,12036.9197
53551,7/31/2013,8/7/2013,29841,980,980,26261.707,2983.7778,932.4306,30177.9154
53552,7/31/2013,8/7/2013,29809,991,991,7557.3266,705.3452,220.4204,8483.0922
53553,7/31/2013,8/7/2013,29881,483,483,370.794,36.585,11.4328,418.8118
53554,7/31/2013,8/7/2013,29652,415,415,3671.958,328.9904,102.8095,4103.7579
53555,7/31/2013,8/7/2013,29760,431,431,886.2949,95.7769,29.9303,1012.0021
53556,7/31/2013,8/7/2013,29801,759,759,3977.1649,391.097,122.2178,4490.4797
53557,7/31/2013,8/7/2013,29537,420,420,400.104,39.4769,12.3365,451.9174
53558,7/31/2013,8/7/2013,29750,543,543,1249.65,120.5772,37.6804,1407.9076
53559,7/31/2013,8/7/2013,30006,705,705,283.9489,36.3455,11.358,331.6524
53560,7/31/2013,8/7/2013,29916,813,813,53277.6924,5626.657,1758.3303,60662.6797
53561,7/31/2013,8/7/2013,29492,618,618,48717.09,4705.2935,1470.4042,54892.7877
53562,7/31/2013,8/7/2013,29546,635,635,81476.3709,7816.0663,2442.5207,91734.9579
53563,7/31/2013,8/7/2013,29715,926,926,81431.7128,7851.9442,2453.7326,91737.3896
53564,7/31/2013,8/7/2013,29838,823,823,2.748,0.2198,0.0687,3.0365
53565,7/31/2013,8/7/2013,30092,419,419,28920.1932,3183.5746,994.8671,33098.6349
53566,7/31/2013,8/7/2013,29628,405,405,63669.48,6141.2413,1919.1379,71729.8592
53567,7/31/2013,8/7/2013,29551,773,773,28995.9788,3080.2075,962.5649,33038.7512
53568,7/31/2013,8/7/2013,29572,927,927,2614.5869,251.571,78.6159,2944.7738
53569,7/31/2013,8/7/2013,29931,838,838,25690.4699,2690.5362,840.7926,29221.7987
53570,7/31/2013,8/7/2013,29966,760,760,63707.6101,6111.2836,1909.7761,71728.6698
53571,7/31/2013,8/7/2013,29645,850,850,49517.6753,5318.5113,1662.0348,56498.2214
53572,7/31/2013,8/7/2013,30053,507,507,1878.2568,252.6624,78.957,2209.8762
53573,7/31/2013,8/7/2013,30050,662,662,115310.4777,11381.9261,3556.8519,130249.2557
53574,7/31/2013,8/7/2013,29612,649,649,1279.248,106.6652,33.3329,1419.2461
53575,7/31/2013,8/7/2013,29804,912,912,2183.64,209.6942,65.5294,2458.8636
53576,7/31/2013,8/7/2013,29915,891,891,44050.2084,4247.5802,1327.3688,49625.1574
53577,7/31/2013,8/7/2013,29932,637,637,42858.2133,4653.4965,1454.2177,48965.9275
53578,7/31/2013,8/7/2013,29531,1061,1061,10033.7457,971.3508,303.5471,11308.6436
53579,7/31/2013,8/7/2013,29960,406,406,1254.048,122.8288,38.384,1415.2608
53580,7/31/2013,8/7/2013,29834,1097,1097,36380.3386,3503.338,1094.7931,40978.4697
53581,7/31/2013,8/7/2013,29878,738,738,3216.3494,409.56,127.9875,3753.8969
53582,7/31/2013,8/7/2013,29877,1026,1026,10268.513,1028.7546,321.4858,11618.7534
53583,7/31/2013,8/7/2013,29702,567,567,51395.322,4973.9133,1554.3479,57923.5832
53584,7/31/2013,8/7/2013,29810,835,835,3864.702,358.5085,112.0339,4335.2444
53585,7/31/2013,8/7/2013,29669,768,768,2576.898,246.0606,76.894,2899.8526
53586,7/31/2013,8/7/2013,29982,1102,1102,2760.444,248.5478,77.6712,3086.663
53587,7/31/2013,8/7/2013,30008,617,617,2224.338,210.7568,65.8615,2500.9563
53588,7/31/2013,8/7/2013,29700,408,408,54.942,5.4209,1.694,62.0569
53589,7/31/2013,8/7/2013,29568,993,993,1101.282,105.8709,33.0847,1240.2376
53590,7/31/2013,8/7/2013,29738,610,610,62895.5616,6550.5379,2047.0431,71493.1426
53591,7/31/2013,8/7/2013,29962,563,563,1020.594,97.977,30.6178,1149.1888
53592,7/31/2013,8/7/2013,29948,572,572,4441.4448,499.6173,156.1304,5097.1925
53593,7/31/2013,8/7/2013,29676,720,720,1034.37,98.7172,30.8491,1163.9363
53594,7/31/2013,8/7/2013,29512,435,435,1075.344,106.1006,33.1564,1214.601
53595,7/31/2013,8/7/2013,29685,948,948,6770.298,643.2362,201.0113,7614.5455
53596,7/31/2013,8/7/2013,29638,989,989,48.594,4.7946,1.4983,54.8869
53597,7/31/2013,8/7/2013,29740,520,520,2042.562,196.064,61.27,2299.896
53598,7/31/2013,8/7/2013,29781,1035,1035,3794.9789,370.4704,115.772,4281.2213
53599,7/31/2013,8/7/2013,29553,581,581,1667.94,160.6826,50.2133,1878.8359
53600,7/31/2013,8/7/2013,29864,487,487,3944.9457,361.2566,112.8927,4419.095
53601,7/31/2013,8/7/2013,29584,1014,1014,552.93,51.3554,16.0486,620.334
53602,7/31/2013,8/7/2013,29574,577,577,710.376,67.6138,21.1293,799.1191
53603,7/31/2013,8/7/2013,30034,898,898,8785.932,843.0404,263.4501,9892.4225
53604,7/31/2013,8/7/2013,29676,720,720,1825.781,162.8199,50.8812,2039.4821
53605,7/31/2013,8/7/2013,29695,867,867,66871.8419,7237.5994,2261.7498,76371.1911
53606,7/31/2013,8/7/2013,29929,999,999,46694.2363,4466.1748,1395.6796,52556.0907
53607,7/31/2013,8/7/2013,29815,988,988,15368.3048,1477.0763,461.5863,17306.9674
53608,7/31/2013,8/7/2013,29812,715,715,1927.6118,167.2808,52.2753,2147.1679
53609,7/31/2013,8/7/2013,29812,715,715,3086.3729,255.0987,79.7184,3421.19
53610,7/31/2013,8/7/2013,30069,1006,1006,802.398,79.1699,24.7406,906.3085
53611,7/31/2013,8/7/2013,29635,634,634,1915.542,167.3734,52.3042,2135.2196
53612,7/31/2013,8/7/2013,29854,604,604,1669.032,160.5107,50.1596,1879.7023
53613,7/31/2013,8/7/2013,30071,844,844,43013.4036,4117.3237,1286.6637,48417.391
53614,7/31/2013,8/7/2013,29956,561,561,61251.456,5918.8754,1849.6486,69019.98
53615,7/31/2013,8/7/2013,30082,740,740,24518.1401,2634.2754,823.2111,27975.6266
53616,7/31/2013,8/7/2013,29637,559,559,68906.6458,6674.894,2085.9044,77667.4442
53617,7/31/2013,8/7/2013,30080,885,885,158.43,15.6318,4.8849,178.9467
53618,7/31/2013,8/7/2013,29514,947,947,3405.1668,401.3318,125.4162,3931.9148
53619,7/31/2013,8/7/2013,30038,438,438,917.8789,98.8932,30.9041,1047.6762
53620,7/31/2013,8/7/2013,29487,818,818,1215.582,119.0734,37.2105,1371.8659
53621,7/31/2013,8/7/2013,30046,614,614,106929.5461,10348.7426,3233.9821,120512.2708
53622,7/31/2013,8/7/2013,29642,976,976,31.584,3.1163,0.9738,35.6741
53623,7/31/2013,8/7/2013,29873,858,858,7798.806,740.1087,231.284,8770.1987
53624,7/31/2013,8/7/2013,29741,660,660,790.5564,112.5865,35.1833,938.3262
53625,7/31/2013,8/7/2013,29678,918,918,2263.368,216.6234,67.6948,2547.6862
53626,7/31/2013,8/7/2013,11498,19062,19062,7.95,0.636,0.1988,8.7848
53627,7/31/2013,8/7/2013,16626,24021,24021,36.59,2.9272,0.9148,40.432
53628,7/31/2013,8/7/2013,11605,24336,24336,2294.99,183.5992,57.3748,2535.964
53629,7/31/2013,8/7/2013,11218,20818,20818,2.29,0.1832,0.0573,2.5305
53630,7/31/2013,8/7/2013,28267,19458,19458,64.47,5.1576,1.6118,71.2394
53631,7/31/2013,8/7/2013,12107,14998,14998,32.27,2.5816,0.8068,35.6584
53632,7/31/2013,8/7/2013,11331,21596,21596,99.53,7.9624,2.4883,109.9807
53633,7/31/2013,8/7/2013,23473,23674,23674,132.95,10.636,3.3238,146.9098
53634,7/31/2013,8/7/2013,16964,22347,22347,71.58,5.7264,1.7895,79.0959
53635,7/31/2013,8/7/2013,17026,14206,14206,64.97,5.1976,1.6243,71.7919
53636,7/31/2013,8/7/2013,23354,15692,15692,69.97,5.5976,1.7493,77.3169
53637,7/31/2013,8/7/2013,21445,18342,18342,113.47,9.0776,2.8368,125.3844
53638,7/31/2013,8/7/2013,19728,12856,12856,119.98,9.5984,2.9995,132.5779
53639,7/31/2013,8/7/2013,19747,22178,22178,148.47,11.8776,3.7118,164.0594
53640,7/31/2013,8/7/2013,20497,21869,21869,69.99,5.5992,1.7498,77.339
53641,7/31/2013,8/7/2013,18816,21194,21194,148.47,11.8776,3.7118,164.0594
53642,7/31/2013,8/7/2013,16381,21021,21021,4.99,0.3992,0.1248,5.514
53643,7/31/2013,8/7/2013,16746,28309,28309,64.47,5.1576,1.6118,71.2394
53644,7/31/2013,8/7/2013,28080,11432,11432,39.98,3.1984,0.9995,44.1779
53645,7/31/2013,8/7/2013,26365,29279,29279,62.98,5.0384,1.5745,69.5929
53646,7/31/2013,8/7/2013,28877,20056,20056,12.98,1.0384,0.3245,14.3429
53647,7/31/2013,8/7/2013,11377,29177,29177,83.97,6.7176,2.0993,92.7869
53648,7/31/2013,8/7/2013,15671,23522,23522,7.28,0.5824,0.182,8.0444
53649,7/31/2013,8/7/2013,13363,19980,19980,71.97,5.7576,1.7993,79.5269
53650,7/31/2013,8/7/2013,20666,20381,20381,1714.97,137.1976,42.8743,1895.0419
53651,7/31/2013,8/7/2013,12102,22784,22784,2324.92,185.9936,58.123,2569.0366
53652,7/31/2013,8/7/2013,27801,29678,29678,777.34,62.1872,19.4335,858.9607
53653,7/31/2013,8/7/2013,18692,13026,13026,2457.33,196.5864,61.4333,2715.3497
53654,7/31/2013,8/7/2013,18723,21458,21458,1700.99,136.0792,42.5248,1879.594
53655,7/31/2013,8/7/2013,20812,13012,13012,548.98,43.9184,13.7245,606.6229
53656,7/31/2013,8/7/2013,11908,21918,21918,2319.99,185.5992,57.9998,2563.589
53657,7/31/2013,8/7/2013,25148,15599,15599,1249.84,99.9872,31.246,1381.0732
53658,7/31/2013,8/7/2013,21747,28196,28196,539.99,43.1992,13.4998,596.689
53659,7/31/2013,8/7/2013,14734,24758,24758,1155.48,92.4384,28.887,1276.8054
53660,7/31/2013,8/7/2013,19724,24388,24388,1155.48,92.4384,28.887,1276.8054
53661,7/31/2013,8/7/2013,25681,23149,23149,2398.05,191.844,59.9513,2649.8453
53662,8/1/2013,8/8/2013,23416,29686,29686,1155.48,92.4384,28.887,1276.8054
53663,8/1/2013,8/8/2013,12291,24957,24957,2428.94,194.3152,60.7235,2683.9787
53664,8/1/2013,8/8/2013,12305,24256,24256,2319.99,185.5992,57.9998,2563.589
53665,8/1/2013,8/8/2013,24537,28839,28839,2511.32,200.9056,62.783,2775.0086
53666,8/1/2013,8/8/2013,11176,25073,25073,120,9.6,3,132.6
53667,8/1/2013,8/8/2013,11071,22897,22897,27.28,2.1824,0.682,30.1444
53668,8/1/2013,8/8/2013,19590,25839,25839,32.28,2.5824,0.807,35.6694
53669,8/1/2013,8/8/2013,16486,24576,24576,76.97,6.1576,1.9243,85.0519
53670,8/1/2013,8/8/2013,18211,22002,22002,56.97,4.5576,1.4243,62.9519
53671,8/1/2013,8/8/2013,21563,16599,16599,39.99,3.1992,0.9998,44.189
53672,8/1/2013,8/8/2013,14683,25216,25216,18.97,1.5176,0.4743,20.9619
53673,8/1/2013,8/8/2013,27364,12223,12223,78.98,6.3184,1.9745,87.2729
53674,8/1/2013,8/8/2013,18733,21889,21889,2.29,0.1832,0.0573,2.5305
53675,8/1/2013,8/8/2013,18325,21346,21346,38.88,3.1104,0.972,42.9624
53676,8/1/2013,8/8/2013,15688,23561,23561,1700.99,136.0792,42.5248,1879.594
53677,8/1/2013,8/8/2013,19503,17621,17621,608.96,48.7168,15.224,672.9008
53678,8/1/2013,8/8/2013,27309,26250,26250,2457.33,196.5864,61.4333,2715.3497
53679,8/1/2013,8/8/2013,12321,14022,14022,2492.32,199.3856,62.308,2754.0136
53680,8/1/2013,8/8/2013,13766,20130,20130,819.48,65.5584,20.487,905.5254
53681,8/1/2013,8/8/2013,27036,26982,26982,7.28,0.5824,0.182,8.0444
53682,8/1/2013,8/8/2013,11253,26098,26098,63.97,5.1176,1.5993,70.6869
53683,8/1/2013,8/8/2013,13756,19472,19472,58.47,4.6776,1.4618,64.6094
53684,8/1/2013,8/8/2013,11142,22812,22812,69.97,5.5976,1.7493,77.3169
53685,8/1/2013,8/8/2013,22743,17840,17840,65.95,5.276,1.6488,72.8748
53686,8/1/2013,8/8/2013,14632,15310,15310,9.99,0.7992,0.2498,11.039
53687,8/1/2013,8/8/2013,18812,25931,25931,69.99,5.5992,1.7498,77.339
53688,8/1/2013,8/8/2013,28239,23644,23644,7.28,0.5824,0.182,8.0444
53689,8/1/2013,8/8/2013,20694,27618,27618,146.97,11.7576,3.6743,162.4019
53690,8/1/2013,8/8/2013,14993,24014,24014,74.98,5.9984,1.8745,82.8529
53691,8/1/2013,8/8/2013,13302,23415,23415,56.97,4.5576,1.4243,62.9519
53692,8/1/2013,8/8/2013,12505,13508,13508,36.59,2.9272,0.9148,40.432
53693,8/1/2013,8/8/2013,22317,12556,12556,13.98,1.1184,0.3495,15.4479
53694,8/1/2013,8/8/2013,11551,29080,29080,53.99,4.3192,1.3498,59.659
53695,8/1/2013,8/8/2013,26411,25881,25881,58.98,4.7184,1.4745,65.1729
53696,8/1/2013,8/8/2013,15450,20782,20782,32.27,2.5816,0.8068,35.6584
53697,8/1/2013,8/8/2013,16320,28875,28875,49.48,3.9584,1.237,54.6754
53698,8/1/2013,8/8/2013,18624,19360,19360,29.99,2.3992,0.7498,33.139
53699,8/1/2013,8/8/2013,26909,28994,28994,77.96,6.2368,1.949,86.1458
53700,8/1/2013,8/8/2013,12066,22750,22750,35,2.8,0.875,38.675
53701,8/1/2013,8/8/2013,11864,20994,20994,39.99,3.1992,0.9998,44.189
53702,8/1/2013,8/8/2013,14736,25055,25055,85.48,6.8384,2.137,94.4554
53703,8/1/2013,8/8/2013,16771,13766,13766,21.98,1.7584,0.5495,24.2879
53704,8/1/2013,8/8/2013,16096,11627,11627,80.96,6.4768,2.024,89.4608
53705,8/1/2013,8/8/2013,16897,12743,12743,1763.97,141.1176,44.0993,1949.1869
53706,8/1/2013,8/8/2013,13917,26504,26504,839.46,67.1568,20.9865,927.6033
53707,8/1/2013,8/8/2013,12164,15140,15140,2329.99,186.3992,58.2498,2574.639
53708,8/1/2013,8/8/2013,11538,20510,20510,2316.97,185.3576,57.9243,2560.2519
53709,8/1/2013,8/8/2013,28948,26586,26586,2419.06,193.5248,60.4765,2673.0613
53710,8/1/2013,8/8/2013,18735,15167,15167,2443.35,195.468,61.0838,2699.9018
53711,8/1/2013,8/8/2013,16654,11646,11646,751.34,60.1072,18.7835,830.2307
53712,8/1/2013,8/8/2013,11462,11413,11413,2322.28,185.7824,58.057,2566.1194
53713,8/1/2013,8/8/2013,11894,16310,16310,2394.97,191.5976,59.8743,2646.4419
53714,8/1/2013,8/8/2013,16360,27163,27163,553.97,44.3176,13.8493,612.1369
53715,8/1/2013,8/8/2013,21810,27141,27141,562.96,45.0368,14.074,622.0708
53716,8/1/2013,8/8/2013,22346,17617,17617,574.98,45.9984,14.3745,635.3529
53717,8/1/2013,8/8/2013,21756,19033,19033,553.97,44.3176,13.8493,612.1369
53718,8/1/2013,8/8/2013,19683,13712,13712,1143.46,91.4768,28.5865,1263.5233
53719,8/1/2013,8/8/2013,22481,28394,28394,564.48,45.1584,14.112,623.7504
53720,8/2/2013,8/9/2013,18489,26154,26154,2502.83,200.2264,62.5708,2765.6272
53721,8/2/2013,8/9/2013,11568,16152,16152,2319.99,185.5992,57.9998,2563.589
53722,8/2/2013,8/9/2013,17077,29235,29235,88.46,7.0768,2.2115,97.7483
53723,8/2/2013,8/9/2013,15465,15393,15393,29.99,2.3992,0.7498,33.139
53724,8/2/2013,8/9/2013,21961,28042,28042,42.28,3.3824,1.057,46.7194
53725,8/2/2013,8/9/2013,26139,29372,29372,34.47,2.7576,0.8618,38.0894
53726,8/2/2013,8/9/2013,27720,18782,18782,39.98,3.1984,0.9995,44.1779
53727,8/2/2013,8/9/2013,21375,26040,26040,39.98,3.1984,0.9995,44.1779
53728,8/2/2013,8/9/2013,28216,16167,16167,7.28,0.5824,0.182,8.0444
53729,8/2/2013,8/9/2013,21093,15407,15407,1732.26,138.5808,43.3065,1914.1473
53730,8/2/2013,8/9/2013,19479,12521,12521,2443.35,195.468,61.0838,2699.9018
53731,8/2/2013,8/9/2013,26722,19793,19793,33.98,2.7184,0.8495,37.5479
53732,8/2/2013,8/9/2013,28082,23492,23492,60.47,4.8376,1.5118,66.8194
53733,8/2/2013,8/9/2013,27995,24875,24875,4.99,0.3992,0.1248,5.514
53734,8/2/2013,8/9/2013,24397,25052,25052,38.88,3.1104,0.972,42.9624
53735,8/2/2013,8/9/2013,23735,12070,12070,34.98,2.7984,0.8745,38.6529
53736,8/2/2013,8/9/2013,26010,18764,18764,24.99,1.9992,0.6248,27.614
53737,8/2/2013,8/9/2013,22549,16535,16535,34.98,2.7984,0.8745,38.6529
53738,8/2/2013,8/9/2013,23115,18937,18937,34.98,2.7984,0.8745,38.6529
53739,8/2/2013,8/9/2013,14455,19046,19046,23.97,1.9176,0.5993,26.4869
53740,8/2/2013,8/9/2013,23049,24121,24121,34.98,2.7984,0.8745,38.6529
53741,8/2/2013,8/9/2013,24771,26943,26943,59.98,4.7984,1.4995,66.2779
53742,8/2/2013,8/9/2013,15420,26082,26082,4.99,0.3992,0.1248,5.514
53743,8/2/2013,8/9/2013,13935,18573,18573,56.97,4.5576,1.4243,62.9519
53744,8/2/2013,8/9/2013,15105,25284,25284,119.98,9.5984,2.9995,132.5779
53745,8/2/2013,8/9/2013,15065,21571,21571,24.27,1.9416,0.6068,26.8184
53746,8/2/2013,8/9/2013,14246,13973,13973,71.97,5.7576,1.7993,79.5269
53747,8/2/2013,8/9/2013,16597,21142,21142,103.49,8.2792,2.5873,114.3565
53748,8/2/2013,8/9/2013,14809,11734,11734,78.98,6.3184,1.9745,87.2729
53749,8/2/2013,8/9/2013,26407,21484,21484,126.28,10.1024,3.157,139.5394
53750,8/2/2013,8/9/2013,12540,16968,16968,25.48,2.0384,0.637,28.1554
53751,8/2/2013,8/9/2013,25691,26242,26242,27.77,2.2216,0.6943,30.6859
53752,8/2/2013,8/9/2013,28919,26437,26437,4.99,0.3992,0.1248,5.514
53753,8/2/2013,8/9/2013,11173,21544,21544,35,2.8,0.875,38.675
53754,8/2/2013,8/9/2013,13437,15536,15536,80.96,6.4768,2.024,89.4608
53755,8/2/2013,8/9/2013,21741,17092,17092,548.98,43.9184,13.7245,606.6229
53756,8/2/2013,8/9/2013,19110,23247,23247,604.96,48.3968,15.124,668.4808
53757,8/2/2013,8/9/2013,16237,17436,17436,2514.93,201.1944,62.8733,2778.9977
53758,8/2/2013,8/9/2013,13915,19593,19593,863.97,69.1176,21.5993,954.6869
53759,8/2/2013,8/9/2013,12178,15571,15571,2354.98,188.3984,58.8745,2602.2529
53760,8/2/2013,8/9/2013,12142,17729,17729,2366.94,189.3552,59.1735,2615.4687
53761,8/2/2013,8/9/2013,12114,23808,23808,2325.96,186.0768,58.149,2570.1858
53762,8/2/2013,8/9/2013,12083,21803,21803,2414.99,193.1992,60.3748,2668.564
53763,8/2/2013,8/9/2013,26225,16865,16865,742.35,59.388,18.5588,820.2968
53764,8/2/2013,8/9/2013,27791,12577,12577,777.34,62.1872,19.4335,858.9607
53765,8/2/2013,8/9/2013,11008,23743,23743,2419.06,193.5248,60.4765,2673.0613
53766,8/2/2013,8/9/2013,18716,13400,13400,2443.35,195.468,61.0838,2699.9018
53767,8/2/2013,8/9/2013,28840,26606,26606,820.83,65.6664,20.5208,907.0172
53768,8/2/2013,8/9/2013,11754,15311,15311,2319.99,185.5992,57.9998,2563.589
53769,8/2/2013,8/9/2013,11917,20247,20247,2337.27,186.9816,58.4318,2582.6834
53770,8/2/2013,8/9/2013,29277,21444,21444,2419.06,193.5248,60.4765,2673.0613
53771,8/2/2013,8/9/2013,21310,17159,17159,1120.49,89.6392,28.0123,1238.1415
53772,8/3/2013,8/10/2013,18486,19611,19611,2443.35,195.468,61.0838,2699.9018
53773,8/3/2013,8/10/2013,23523,15544,15544,1155.48,92.4384,28.887,1276.8054
53774,8/3/2013,8/10/2013,14858,22115,22115,187.98,15.0384,4.6995,207.7179
